scheme_id,scheme_name,education_level,education_stream,level,state,department,category,gender,caste_category,min_age,max_age,max_income,min_marks,description,benefits,eligibility_criteria,income_missing
SCH2405,Paired Early Career Fellowship in Applied Research,Diploma,Engineering & Technology,Central,All India,All,"Education & Learning, Science, IT & Communications",All,All,5,99,250000.0,0,"Indo-German Science & Technology Centre (IGSTC) established a joint initiative of the Department of Science and Technology (DST), Government of India and the Federal Ministry of Education and Research (BMBF), Government of Germany invites applications for “Paired Early Career Fellowship in Applied Research (PECFAR)” from early-career Indian and German researchers to explore, connect and network for research collaboration in applied research. Aim of the Fellowship: The Fellowship intends to-...","The financial support shall be provided as a time grant and it will be limited to: Fellowship: € 2300 per month/fellow on a pro-rata basis. Single round trip economy class airfare including visa fees and medical/travel insurance approximately ₹ 1 lakh (for Indian fellow) and € 1500 (for German fellow). Note 01: IGSTC grant is only for covering monthly fellowship, round trip fare, visa, and travel/medical insurance. Note 02: A one-time grant will be provided to cover the travel, accommodation, and daily expenses.","Education level: UG; Course: Engineering/Technology, Medical/Health, Science, Research, All/General",1
SCH2422,Pathani Samanta Mathematics Talent (Class - 11 To 12),Senior Secondary,Education,State,Odisha,All,Education & Learning,All,SC/ST/OBC,5,99,250000.0,0,The Government of Odisha in School & Mass Education Department is awarding the “Pathani Samanta Mathematics Talent Scholarship (PSMTS)” out of the State budget to provide financial assistance to the meritorious Higher Secondary School Students of Odisha having proficiency in Mathematics studying in Odia medium Government/Aided/Recognized Institutions. The scholarship is awarded to students pursuing their studies in Class XI and XII in Higher Secondary Schools affiliated with the Council of...,"The students of Class XI and XII fulfilling the eligibility criteria will receive ₹ 5,000 per month for 10 months in a year. A student may enjoy more than one scholarship at a time including PSMTS.",Education level: 11th-12th,1
SCH2462,Perarignar Anna Memorial Award,Diploma,Engineering & Technology,State,Tamil Nadu,All,Education & Learning,All,OBC,5,99,250000.0,0,"The ""Perarignar Anna Memorial Award"" launched by the Backward Classes, Most Backward Classes and Minorities Welfare Department, Tamil Nadu, recognizes and rewards academic excellence among boys and girls from the Backward Classes (BC), Most Backward Classes (MBC), and Denotified Communities (DNC) in Tamil Nadu. The award is granted to students achieving the first and second ranks in the 12th Public examination in each district and who continue their education in professional colleges within...","Financial Assistance: ₹5,000/- per annum for a duration of 4 to 5 years.",Education level: 11th-12th,1
SCH2467,Persons With Disabilities Scheme In Colleges: Financial Assistance To Visually Challenged Teachers,Diploma,Engineering & Technology,Central,All India,All,"Education & Learning, Social welfare & Empowerment",All,All,5,99,250000.0,0,"The Scheme has been formulated to help visually challenged permanent teachers to pursue teaching and research with the help of a Reader and by using teaching and learning aids by way of providing Reader’s Allowance and funds for the purchase of Braille books, recorded materials, etc. OBJECTIVE To provide a facility to help visually challenged permanent teachers to achieve self-dependence by using various aids for teaching, learning, and research.","Allowance to visually challenged permanent teachers will be Rs.36000/- p.a. The amount is to be utilized for the following purposes: Payment to Reader Purchase of Braille Books/ Material Purchase of recorded materials Any other related/ required material/equipment for research, teaching, and learning. The amount payable to Reader shall not exceed Rs.50/- per hour. The College shall reimburse the amount to visually challenged teachers on receipt of the actual amount received by the Reader and actual expenditure incurred by the visually challenged teacher subject to a maximum of Rs.36000/- per annum. Bills, in original, will be required to be submitted by the teacher to the college. However, these are not required to be submitted to the UGC. The scheme will end with the Plan period.",Education level: UG; Course: Research,1
SCH2468,Persons With Disabilities Scheme In Colleges: Higher Education For Persons With Special Needs,Diploma,Engineering & Technology,Central,All India,All,"Education & Learning, Social welfare & Empowerment",All,All,5,99,250000.0,0,"The Higher Education for Persons with Special Needs (HEPSN) scheme is meant for creating an environment at higher education institutions to enrich the higher education learning experiences of differently-abled persons. Creating awareness about the capabilities of differently-abled persons, construction aimed at improving accessibility, purchase of equipment to enrich learning, etc., are the broad categories of assistance under this scheme. Specific Objectives of HEPSN The specific objectives...","Provision of Facilities and Financial assistance The HEPSN scheme has three components. They are enumerated as follows: Component 1: Establishment of Enabling Units for differently-abled Persons To develop awareness in the higher education system and also to provide necessary guidance and counseling to differently-abled persons, it is proposed to establish resource units in colleges in the country, which will be called Enabling Units. The functions of this Enabling Unit will be to: 1. Facilitate admission of differently-abled persons in various courses; 2. Provide guidance and counseling to differently-abled individuals; 3. Create awareness about the needs of differently-abled persons, and other general issues concerning their learning; and 4. Assist differently-abled graduates to gain successful employment in the public as well as private sectors. The special unit will be coordinated by a faculty member to be nominated by the head of the institution. He/she will work as an honorary coordinator for which a token honorarium of Rs. 4000/- per month will be paid. The unit will also have a budgetary provision of ₹ 50,000/per year towards general administration, stationery, and contingencies, and to avail the services of experts and personnel for organizing awareness programs, counseling sessions, etc., for efficient and independent functioning in order to achieve its objectives. Component 2: Providing Access to Differently-abled Persons The UGC will make a one-time grant of up to ₹ 5,00,000 per college during the Plan period so that the colleges can address the accessibility issues pertaining to disability and make special arrangements in the environment for their mobility and independent functioning. The colleges address accessibility-related issues as per the stipulations of the Persons with Disabilities Act 1995. The colleges ensure that all existing structures as well as future construction projects in their campuses are made disabled-friendly. The institutes create special facilities such as ramps, rails, and special toilets, and make other necessary changes to suit the special needs of differently-abled persons. Component 3: Providing Special Equipment to Augment Educational Services for Differently-abled Persons Differently-abled persons require special aids and appliances for their daily functioning. These aids are available through various schemes of the Ministry of Social Justice and Empowerment. In addition to the procurement of assistive devices through these schemes, higher education institutions may also need special learning and assessment devices to help differently-abled students enrolled in higher education. In addition, visually challenged students need Readers. Availability of devices such as computers with screen reading software, low-vision aids, scanners, mobility devices, etc., in the institutes, would enrich the educational experiences of differently-abled persons. Therefore, colleges are encouraged to procure such devices and provide the facility of Readers for visually challenged students. The UGC will provide an ad hoc one-time grant of up to ₹1,50,000 per college during the Twelfth Plan period",Education level: UG,1
SCH2473,Physical Research Laboratory Award,All,Science,Central,All India,All,Education & Learning,All,All,5,99,250000.0,0,"The PRL Award, instituted by the late Prof. Devendra Lal, former Director of the Physical Research Laboratory (PRL), is awarded biennially to recognize outstanding Indian scientists for original work in Earth and Planetary systems, including areas like Oceanography, Atmospheric Sciences, and Meteorology. The award consists of a cash prize of ₹50,000 and a medal. Discipline Areas: Earth and Planetary systems, including areas of oceanography, atmospheric sciences, and meteorology.","Cash Prize of ₹50,000/- and Medal",Course: Research,1
SCH2474,Pichda Varg Post Matric Chhatravritti,Postgraduate,Engineering & Technology,State,Madhya Pradesh,Department of Madhya Pradesh Goverment provides financial assistance to economically disadvantaged students belonging to these marginalized communities,Education & Learning,All,All,5,99,300000.0,0,"Pichda Varg Post Matric Chhatravritti under the Higher Education Department of Madhya Pradesh Goverment provides financial assistance to economically disadvantaged students belonging to these marginalized communities. The scheme helps alleviate financial burdens associated with tuition fees, maintenance allowances, and other incidental expenses. Enabling access to education for these underprivileged groups promotes social equity and empowers them to pursue higher studies and better...","Monthly subsistence allowance : Class Hostel room Non-hosteler Graduate ₹400/- ₹230/- Postgraduate ₹450/- ₹230/- M.Phil, P.H. D. ₹850/- ₹380/- Important Point Reimbursement of non-refundable fees compulsorily paid by the student. Reimbursement of full tuition fees and other mandatory fees to the students of self-financed courses run in government colleges/government universities. Payment of fees for enrolment/registration, tuition, sports, uniform, library, magazines, medical check-up,s etc.","Education level: PG; Course: Medical/Health, All/General; Institution: Government/Approved Institution",0
SCH2489,Post Doctoral Fellowship To Women Candidates,PhD,Engineering & Technology,Central,All India,All,Education & Learning,Female,SC/ST/OBC,5,99,250000.0,0,"The UGC has initiated a scheme of “Post Doctoral Fellowship for Women” to those candidates, who are unemployed holding Ph.D. degrees in their respective subject areas with an aim to accelerate the talented instincts of the women candidates to carry out the advanced studies and research. The total duration of the fellowship is five years with no provision for further extension. The number of slots available under the scheme is 100 per year. Objective: The objective of this award is to provide...","The financial assistance available under the scheme is as follows: The fellowship under the scheme is @ ₹38,800/- per month for fresh candidates. The fellowship under the scheme is @ ₹46,500/- per month after two years. An annual contingency of ₹50,000/- will be given to the eligible student for five years. Escorts/Reader assistance will be paid @ ₹2000/- per month (fixed) in cases of PWD (Person with disability). House Rent Allowance: Suitable single-seated hostel accommodation may be provided to the candidates in the institutions. In such cases, the fellow is eligible to draw only hostel fees excluding mess, electricity, water charges, etc. A certificate to this effect is to be furnished through the Registrar/Director/Principal. HRA is not permissible for those candidates who are staying in Hostel accommodation. In case of non-availability of hostel accommodation, the fellow may be provided with single accommodation by the host institution. In such cases, the rent paid by the fellow on an actual basis may be reimbursed subject to the ceiling of HRA as per Govt. of India norms. If the fellow makes her own arrangements of accommodation, she may be entitled to draw HRA as per the categorization of cities by the Govt. of India. Medical: No separate/fixed medical assistance is provided. However, the Post Doctoral Fellow may avail of the medical facilities available in the University/Institution/ College. Leave: Leave for a maximum period of 30 days in a year in addition to public holidays may be taken by the Post Doctoral Fellow with the approval of the Head of Department. However, they are not entitled to any other vacations, such as summer, winter, and pooja vacations. Women candidates are eligible for maternity leave at full rates of the fellowship for 6th pay, 180 days as per the Government of India rules once during the tenure of their award. The fellow in special cases may be allowed by the Commission leave without fellowship and contingency for a period not exceeding three months during the tenure of the award on the recommendation of the Head of department of the institution concerned. The period of leave without fellowship will be counted towards the tenure. Duration of Fellowship: • The tenure of the award is five years with no provision for further extension.","Education level: PhD; Course: Medical/Health, Research",1
SCH2490,Post Doctoral Fellowship to Scheduled Caste/Scheduled Tribe Candidates,PhD,Engineering & Technology,Central,All India,All,Education & Learning,Female,SC/ST,5,99,250000.0,10,"This scheme has been initiated keeping in view the social background of the candidates from the deprived section of society and to provide them an opportunity to undertake advanced studies and research in Science, Engineering & Technology, Humanities and Social Sciences in Indian Universities/Institutions/Colleges. Objective: The objective of the scheme is to provide an opportunity to SC/ST candidates to undertake postdoctoral research in Sciences, Engineering & Technology, Humanities and...","The financial assistance available under the scheme is as follows: Sl. No. Item Rate of Fellowship (Pre-revised) Rate of Fellowship (Revised w. e. f. 01.12.2014) 1 Fellowship @ ₹16,000/- per month @ ₹38,800/- per month for first 2 years & ₹46,500/- per month from third years onwards. 2 Contingency @₹30,000/- per annum @₹50,000/- per annum 3 Departmental Assistance 10% of the Post Doctoral Fellowship to the host Institution Not applicable 4 Escorts/Reader/Assistance @ ₹2,000/- per month (fixed) in cases of physically disabled & blind Candidate. @ ₹2,000/- per month (fixed) in cases of physically disabled & blind Candidate. 5 HRA As per University /Institution rules. As per University /Institution rules. House Rent Allowance: Suitable single-seated hostel accommodation may be provided to the candidates in the institutions. In such cases, the fellow is eligible to draw only hostel fees excluding mess, electricity, water charges, etc. A certificate to this effect is to be furnished through the Registrar/Director/Principal. HRA is not permissible for those candidates who are staying in Hostel accommodation. In case of non-availability of hostel accommodation, the fellow may be provided with single accommodation by the host institution. In such cases, the rent paid by the fellow on an actual basis may be reimbursed subject to the ceiling of HRA as per Govt. of India norms. If the fellow makes her own arrangements of accommodation, he/she may be entitled to draw HRA as per the categorization of cities by the Govt. of India. Medical: No separate/fixed medical assistance is provided. However, the Post-Doctoral Fellow may avail of the medical facilities available in the University/Institution/College. Leave: Leave for a maximum period of 30 days in a year in addition to public holidays may be taken by the Post-Doctoral Fellow with the approval of the Head of the Department. However, they are not entitled to any other vacations, such as summer, winter, and pooja vacations. Candidates are eligible for maternity/ paternity leave at full rates of the fellowship as per Government of India rules once during the tenure of the award. Academic leave: The fellow may be allowed to avail academic leave without fellowship and contingency for a period not exceeding one year during the tenure of the award for academic/teaching assignment/ foreign visit in connection with research work. The expenditure on travel cannot be claimed from UGC. The period of leave without fellowship will be counted towards the tenure. Note: All kinds of leaves shall be approved by the University/Institute/College. Duration of Fellowship: The tenure of the award is five years with no provision for further extension.","Education level: PhD; Course: Engineering/Technology, Medical/Health, Arts/Humanities, Science, Research; Minimum marks mentioned: 10.0%",1
SCH2491,Post Graduate Indira Gandhi Scholarship For Single Girl Child,Postgraduate,Engineering & Technology,Central,All India,All,"Education & Learning, Women and Child",Female,All,5,99,250000.0,0,"A scholarship scheme by the University Grants Commission for Girl students who are admitted in the first year of PG courses in any designated university or a postgraduate college, and happen to be the only girl child in the family. The amount of fellowship is ₹ 36,200/- p.a. for the full duration of a PG course. The scheme has been introduced with an aim to compensate direct costs of girl education at all levels, especially for such girls who happen to be the only girl child in their...","Nature of Assistance Available Under the Scheme Amount of fellowship: ₹36,200/- per annum for a period of two years only i.e. full duration of a PG course. 3,000 fresh scholarships will be awarded every year and will be paid on DBT mode on annual basis. Note No other additional grant will be payable in lieu of hostel charges and medical charges, etc.","Education level: PG; Course: Medical/Health, Research, All/General",1
SCH2492,Post Graduate Merit Scholarship Scheme For University Rank Holders At Under-Graduate Level Applicable,Postgraduate,Engineering & Technology,Central,All India,All,Education & Learning,All,SC,5,99,250000.0,0,"University Grants Commission (UGC), Department of Higher Education (DoHE) introduced a Post-Graduate Merit Scholarship Scheme for University rank holders both in General and Honours Courses at the Undergraduate level. The scholarship may be tenable for a period of two years to enable the rank holders of each university at the undergraduate level to pursue their Master’s Degree. All universities/degree awarding institutions would be required to issue rank certificates to the toppers of the...","FINANCIAL ASSISTANCE UNDER THE SCHEME The financial assistance for the scheme will be provided by the UGC to all the eligible universities/institutions which are under Sections 2(f) and 12(B) of the UGC Act. Each awardee, under the scheme, will be provided a scholarship of ₹ 2,000/- p.m. for a period of two years (i.e. 10 months in a year). The second-year grant will be released after receiving the Utilization Certificate and statement of expenditure along with the progress report of the first year. No other additional grants will be payable in lieu of hostel charges and medical charges etc. NUMBER OF SCHOLARSHIPS AND TENURE OF SCHOLARSHIP The total number of scholarships in the first academic year would be 1800 per year for General Courses and 575 for Honours Courses. The duration of the scholarship will be two years only. The tenure of the scholarship will not be extendable beyond two years, under any circumstances. The rank holders would be considered only from those universities (including affiliated colleges) wherein at least 1000 students have appeared in the examination in the General courses and 100 in Honours courses at the undergraduate level in the aforesaid programs. Degrees awarded by the autonomous college are not covered, but these are to be included in the affiliating university and a common ranking is to be indicated.","Education level: PG; Course: Medical/Health, All/General",1
SCH2493,Post Graduate Scholarship Scheme for GATE/GPAT Qualified Students-AICTE,Postgraduate,Engineering & Technology,Central,All India,All,Education & Learning,All,All,5,99,250000.0,0,"The scheme “Post Graduate Scholarship Scheme for GATE/GPAT Qualified Students- AICTE” has been started by the All India Council for Technical Education, Government of India. AICTE in order to ensure the development of technical education in India awards Post Graduate Scholarship of ₹12,400/- per month to full-time GATE/CEED qualified students admitted to AICTE approved post-graduate programs in AICTE approved Institutions/ University Departments as per AICTE approved intake.","Amount of Scholarship: The Scholarship under the scheme is ₹12,400/- per month per student. Other Entitlements: Students are eligible for the following leaves- Casual leave: 15 days in an academic year Medical leave: Maximum of one month (30 days) in an academic year Maternity leave: Candidates are eligible for maternity/ Paternity leave as per Govt. of India norms issued from time to time at full rates of scholarship etc. once during the tenure of their award. However maximum duration of the scholarship will not be extended in any circumstances. Duration: The Scholarship is tenable for 24 months or for the duration of the course i.e. from the date of commencement of classes till the date of completion of the classes whichever is lower and is not extendable under any circumstances. Students of final years of dual degree integrated programmes would also be entitled to a PG Scholarship from the 9th semester onwards i.e. only for one year in the final year. Note 01: All kinds of leave should be approved at the level of the University/College/Institute. Prior approval of the University/Institution/College is mandatory for all types of leaves. Note 02: It will be obligatory for every post-graduate student to undertake 8 to 10 hours (per week) of work related to teaching and research activities as assigned to him /her by the Institute. This could include tutorials, laboratory classes, development and maintenance of laboratories, assistance in research and development activities undertaken by faculty members, maintenance and operation of Computers and other central facilities, assistance in library, etc.","Education level: PG; Course: Engineering/Technology, Medical/Health, Research, All/General; Institution: Government/Approved Institution",1
SCH2494,Post Graduate Scholarship for GATE/GPAT Qualified Students for Pursuing M.Tech/M.E./M.Pharm-UGC,Postgraduate,Engineering & Technology,Central,All India,All,Education & Learning,All,SC/ST/OBC,5,99,250000.0,60,University Grants Commission is implementing the scheme of Post Graduate Scholarship for GATE/GPAT Qualified Students for Pursuing M.Tech/M.E./M.Pharm courses (including integrated dual degree courses). Objective: The objective of the scheme is to help and attract young and talented graduate students to pursue education at the Post Graduate Level in Higher Education Institutions.,"1. The Scholarship under the scheme is ₹12,400/- per month per student. 2. An annual contingency of ₹5,000/- will be given to the eligible student. Note 01: If a student scores below 60% in any semester he/she shall be paid a scholarship @ ₹1,550/- in that particular semester, if the student re-appear for the same semester and scores above 60 %, he will be entitled to get regular scholarship i.e. @ ₹12,400/- p.m. for that semester in which student reappeared. But thereafter after he is eligible for the full scholarship amount, in the next semesters. Note 02: The contingency grant sanctioned will be reimbursed to the scholar on the actual expenditure incurred by him/her on the admissible items within the limit. The books and non-consumable items purchased or acquired, out of the contingency grant, will be the property of the concerned university or the institution and the scholars have to return the same at the end of the programme i.e. post graduate and research work to the concerned institution. Note 03: No house rent is admissible to M.E./M.Tech./M.Pharm. students. Note 04: The scholar shall not undertake any paid assignment (emoluments/salary/stipend) during the tenure of the scholarship. Note 05: It will be obligatory on the part of every post graduate student to undertake 8 to 10 hours (per week) of work related to teaching and research activities as assigned to him/her by the institute. This includes tutorials, laboratory classes, development and maintenance of laboratories, assistance in research and activities undertaken by faculty members, maintenance and operation of computer and other central facilities, assistance in library, etc. Note 06: Scholarship shall be terminated immediately if the scholar has failed in any semester. It will be the responsibility of the University to take action in this matter.","Education level: PG; Course: Research, All/General; Minimum marks mentioned: 60.0%",1
SCH2496,Post Matric College Scholarship (Scheduled Caste),Diploma,Engineering & Technology,State,Madhya Pradesh,All,Education & Learning,All,SC,5,99,250000.0,0,"Launched in 1976-77, the ""Post Matric College Scholarship"" is a scheme by the Scheduled Caste Welfare Department, Government of Madhya Pradesh. The scheme provides financial assistance to encourage Scheduled Caste students to pursue higher education. One-third of the subsistence allowance is payable to students residing in departmental hostels who are provided free lodging and boarding facilities.",Post-matric students are provided with scholarships.,Education level: UG,1
SCH2497,Post Matric Merit Scholarship,Diploma,Engineering & Technology,State,Mizoram,All,Education & Learning,All,All,5,99,250000.0,100,"The “Post Matric Merit Scholarship” is a scheme implemented by the Mizoram Scholarship Board, Government of Mizoram. The objective of the Scheme is to provide financial assistance to permanent resident of Mizoram States securing 60% marks in Board/University Examination. The scheme is 100% funding from the State Plan Fund.","Tuition fees Maintenance allowance (for boarding and lodging expenses) Other related expenses like books, stationery, etc.",Education level: Post-Matric; Minimum marks mentioned: 100.0%,1
SCH2498,Post Matric Scholarship For Minorities,PhD,Engineering & Technology,Central,All India,All,"Education & Learning, Social welfare & Empowerment",All,All,5,99,250000.0,0,"A scholarship scheme by Ministry of Minority Affairs for students from minority communities pursuing a post-matric course from a notified institution in India in a government or private school, including such residential Government institutes and eligible private institutes selected and notified in a transparent manner by the State Government and Union Territory Administration concerned. It will also cover technical and vocational courses in Industrial Training Institutes/ Industrial...","(subject to actuals): Admission and tuition fee (both Hosteller & Day Scholar): For Class 11th & 12th: Rs. 7,000/- per annum For technical and vocational courses of level of Class 11th & 12th (more than 1 year in duration): Rs. 10,000/- per annum For UG & PG level: Rs. 3,000/- per annum Maintenance Allowance: For Class 11th and Class 12th including Tech. & Voca. Course: Rs. 380/- pm for Hosteller; Rs. 230/- pm for Day Scholar. For Courses other than technical and vocational courses at UG & PG level: Rs. 570/- pm for Hosteller & Rs. 300/- pm for Day Scholar. For M.Phil & Ph.D.: Rs. 1,200/- pm for Hosteller & Rs. 550/-pm for Day Scholar.","Education level: PhD; Course: Management/Commerce, Vocational/ITI, Research, All/General; Institution: Private Institution",1
SCH2500,Post Matric Scholarship Scheme For The Students Belonging To Scheduled Tribe For Studies In India,PhD,Engineering & Technology,Central,All India,Ministry of Tribal Affairs,Education & Learning,Female,ST,5,99,200000.0,0,"""Post Matric Scholarship Scheme For The Students Belonging To Scheduled Tribe For Studies In India"" is a centrally sponsored scheme by the Ministry of Tribal Affairs, for the students of Scheduled Tribe (ST) for studies in India. This scheme is for pursuing higher education starting from class XI to Post Graduation courses in India. Objective of the scheme: To enable eligible Scheduled Tribe students to undertake quality education from Post Matric to Post Graduate level by providing them...","Stipend: The student will be entitled to stipend as per rates listed below. Courses Hostellers Day Scholar Bachelor, Master Degree, MPhil/PhD degree leading to Degree, PG Diploma, in professional courses in various streams Monthly: 1200 ; Annually: 12000 Monthly: 500 ; Annually: 5500 All non-professional recognized courses leading to a Bachelor, Master Degree, MPhil/PhD degree not covered under Group I in Arts, Science and Commerce like BA/B.Sc/B.Com or MA/MSc/M.Com Monthly: 820 ; Annually: 8200 Monthly: 530; Annually: 5300 Vocational stream, ITI courses, 3 year diploma courses in Polytechnics, etc. Monthly: 570; Annually: 5700 Monthly: 300; Annually: 3000 All post-matriculation level non-degree courses for which entrance qualification is High School (Class X), e.g. senior secondary certificate (class XI and XII). Monthly: 380; Annually: 3800 Monthly: 230; Annually: 2300 Note 1: It needs to be clarified that the stipend is a sort of incentive provided to a student for pursuing a particular course and in no way meant to provide for reimbursement of boarding and lodging charges like mess, hostel or other similar charges. Note 2: Additional Disability Allowance: -In addition to stipend provided above, an additional Stipend of Rs. 800/-per month (Rs. 9600 annually) will be given to the Divyangjan student who is hosteller and Rs.600 (Rs 7200 annually) to Day scholar. The disability as defined under the relevant ‘Disabilities Act’ has to be certified by competent medical authority of the State Govt./UT Administration. The provisions of Disability allowance will also apply to leprosy-cured and students having sickle cell Anemia or Thalassemia as notified by Ministry of Social Justice and empowerment Note 3: Under “National fellowship & Scholarship for Higher Education of ST students” Scheme [Top class Scholarship], MoTA is providing Scholarships to students for pursuing graduation and post-graduation courses in Top Class Institutes (currently 252) across India. To avoid duplicity, students pursuing courses in such Institutes will not be entitled for benefit under Post Matric Scholarship. Scholarship holder under this scheme can hold only one scholarship/stipend at a time. A centrally sponsored scholarship scheme by the Ministry of Tribal Affairs for students from scheduled tribes pursuing post-matriculation or post-secondary stages to enable them to complete their education. Components of the Scheme: The scholarship has two components: Component 1: Payment of compulsory fees charged by educational institutions subject to the limit fixed by the concerned State. Component 2: Payment of Maintenance amount varying from ₹230/- to ₹1200/- per month, depending upon the course of study pursued by the student.","Education level: PhD; Course: Medical/Health, Management/Commerce, Arts/Humanities, Science, Vocational/ITI, Research, All/General",0
SCH2501,Post Matric Scholarship Students With Disabilities,Postgraduate,Engineering & Technology,Central,All India,All,"Education & Learning, Social welfare & Empowerment",All,All,5,99,250000.0,0,"A scholarship scheme by DoEPwD for students with disabilities pursuing a post-matric qualification from UGC/AICTE recognized universities, i.e. students of Class 11th, Class 12th, including Polytechnics, Post-Matriculation Diploma/Certificates and Bachelor’s Degree/Diploma in India and Master’s Degree/Diploma. The students with the specified disabilities defined in Schedule of the ""Rights of Persons with Disabilities Act, 2016"" will be eligible under this scheme. This includes persons with...","Maintenance Allowance (₹ per Month): Group 1: All Bachelor’s/Post-Graduate Degree Courses in Medicine, Engineering/Technology, Planning/Architecture, Fashion Technology, Management, Business/Finance Administration, Computer Science/Applications, Agriculture, Veterinary and Allied Sciences; Hostellers – 1600; Day Scholars – 750 Group 2: Professional Courses leading to Degree / Diploma, Certificate in areas like Pharmacy (B.Pharma), LLB, BFS, other para-medical branches like Rehabilitation, Diagnostics etc., Mass Communication, Hotel Management & Catering, Travel/Tourism/Hospitality, Interior Decoration, Nutrition & Dietetics, Commercial Art, Financial Services (e.g. Banking Insurance, Taxation etc.); Hostellers – 1100; Day Scholars – 700 Group 3: All other courses leading to a Graduate Degree not covered under Group 1 and 2, e.g. BA/B.Sc/B.Com etc. Hostellers – 950; Day Scholars – 650 Group 4: All Post-Matriculation Level Non-Degree courses for which entrance qualification is High School (Class 10th), e.g. Senior Secondary Certificate (Class 11th and 12th), both general and vocational stream, ITI courses, 3-year diploma courses in Polytechnics etc. Hostellers – 900; Day Scholars – 550 Disability Allowances (₹/Annum): Visually Impaired – 4000. Hearing Impaired – 2000. Physically Disabled (OH) – 2000. Intellectual Disabilities – 4000. All other types of disability not covered above – 2000. Book Allowance: ₹1500/- per annum.","Education level: PG; Course: Engineering/Technology, Medical/Health, Management/Commerce, Science, Agriculture, Vocational/ITI, All/General",1
SCH2502,Post Matric Scholarship To Scheduled Caste Students Of Nagaland,Postgraduate,Education,State,Nagaland,Ministry of Tribal Affairs,Education & Learning,All,ST,5,99,250000.0,0,"Detailed The Directorate of Higher Education (DHE) has launched the Post Matric Scholarship to ST students of Nagaland scheme for providing socio-economic welfare to the students belonging to the residentship of Nagaland state. The student must be studying or getting admission to the post-matric class (class 11th, 12, UG, PG Degree). Post-matric Scholarship for ST Scholarship is awarded to the students of the Scheduled Tribe (ST) category by the Ministry of Tribal Affairs, Government of...",Benefits To provide social security provisions to the students of post-matric classes. Students will be able to pursue studies. To provide financial assistance to these students to complete their studies at the college level. Providing socio-economic welfare to the students belonging to the residentship of Nagaland state.,Education level: PG,1
SCH2503,Post Matric Scholarship for Class 11th 12th And College,PhD,Education,State,Madhya Pradesh,All,Education & Learning,All,SC,5,99,250000.0,0,"The scheme ""Post-Matric Scholarship"" started in 1945 by the Tribal Welfare and Scheduled Caste (SC) Department, Madhya Pradesh, provides scholarships to Scheduled Tribe students studying in classes 11th, 12th, Colleges, PhD, and Professional Courses.",This scholarship is provided to Scheduled Tribe students.,"Education level: PhD; Course: Research, All/General",1
SCH2504,Post Matric Scholarship for SC students (Delhi),Undergraduate,Engineering & Technology,State,Delhi,All,Education & Learning,All,SC/ST/OBC,5,99,250000.0,0,"The scheme ""Post Matric Scholarship for SC Students"" by the Department for the Welfare of SC/ST/OBC, Government of NCT of Delhi, aims to provide financial assistance to SC students pursuing post-matriculation or post-secondary education in recognized institutions within India. The scheme covers maintenance allowance, tuition fees, and additional allowances for specific needs. Two significant benefits include the reimbursement of compulsory non-refundable fees and monthly maintenance...","Maintenance Allowance (per month) Group 1 (e.g., Medicine, Engineering): Hostellers ₹1,200/-, Day Scholars ₹550/- Group 2 (e.g., Pharmacy, Nursing): Hostellers ₹820/-, Day Scholars ₹530/- Group 3 (e.g., BA/BSc): Hostellers ₹570/, Day Scholars ₹300/- Group 4 (e.g., ITI, Polytechnic): Hostellers ₹380/-, Day Scholars ₹230/- Other Benefits Reimbursement of Compulsory Non-refundable Fees. Study Tour Charges. Thesis Typing/Printing Charges for Research Scholars. Book Allowance for Correspondence Courses. Book Bank Facility for Specified Courses. Additional Allowance for Students With Disabilities. Conditions Benefits are for the complete duration of the course. Hostel rent is provided as per scheme guidelines.","Education level: UG; Course: Engineering/Technology, Medical/Health, Science, Vocational/ITI, Research, All/General",0
SCH2505,Post Matric Students of Class 11th &12th ( Scheduled Caste),Diploma,Engineering & Technology,State,Madhya Pradesh,All,Education & Learning,All,SC,5,99,250000.0,0,"Launched in 1976-77, the ""Post Matric Students of Class 11th & 12th"" scheme is a welfare initiative by the Scheduled Caste Welfare Department, Government of Madhya Pradesh. The scheme provides reimbursement of scholarship fees to students in Class 11th and 12th. It aims to encourage students from the Scheduled Caste category in the field of education and provide them with financial assistance.",The facility of reimbursement of scholarship fee is provided to the students of class 11th and 12th.,Education level: 11th-12th,1
SCH2506,Post Matric and Top Class Scholarship,Diploma,Engineering & Technology,State,Madhya Pradesh,All,Education & Learning,All,All,5,99,25000.0,0,"The Post Matric and Top Class Scholarship under the Higher Education Department of the Madhya Pradesh government is to support students from economically disadvantaged backgrounds in pursuing higher education. Specifically, it aims to alleviate financial constraints by covering tuition fees, maintenance allowances, and other educational expenses. it aims to empower deserving students to excel academically and professionally, fostering their socio-economic development and contributing to the...","Hostel students receive a subsistence allowance of ₹1,200 per month. Non-hostel residents are provided with a subsistence allowance of ₹650 per month. Reimbursement of mandatory and non-refundable fees.",Education level: UG,0
